Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00      22/22          std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [25]
[24]     0.0    0.00    0.00      22         std::deque<int, std::allocator<int> >::empty() const [24]
                0.00    0.00      22/22          bool std::operator==<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [28]
-----------------------------------------------
                0.00    0.00      22/22          Graph::findEulerCircuit() [140]
[25]     0.0    0.00    0.00      22         std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [25]
                0.00    0.00      22/22          std::deque<int, std::allocator<int> >::empty() const [24]
-----------------------------------------------
                0.00    0.00       5/22          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [101]
                0.00    0.00       6/22          std::vector<int, std::allocator<int> >::push_back(int const&) [62]
                0.00    0.00      11/22          std::deque<int, std::allocator<int> >::push_back(int const&) [58]
[26]     0.0    0.00    0.00      22         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [26]
                0.00    0.00      22/49          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [15]
                0.00    0.00      22/22          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [23]
-----------------------------------------------
                0.00    0.00       1/22          std::deque<int, std::allocator<int> >::~deque() [197]
                0.00    0.00      21/22          std::deque<int, std::allocator<int> >::back() [32]
[27]     0.0    0.00    0.00      22         std::deque<int, std::allocator<int> >::end() [27]
                0.00    0.00      22/23          std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [22]
-----------------------------------------------
                0.00    0.00      22/22          std::deque<int, std::allocator<int> >::empty() const [24]
[28]     0.0    0.00    0.00      22         bool std::operator==<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [28]
-----------------------------------------------
                0.00    0.00      10/21          void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [112]
                0.00    0.00      11/21          main [6]
[29]     0.0    0.00    0.00      21         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [29]
-----------------------------------------------
                0.00    0.00      21/21          std::deque<int, std::allocator<int> >::back() [32]
[30]     0.0    0.00    0.00      21         std::_Deque_iterator<int, int&, int*>::operator*() const [30]
-----------------------------------------------
                0.00    0.00      21/21          std::deque<int, std::allocator<int> >::back() [32]
[31]     0.0    0.00    0.00      21         std::_Deque_iterator<int, int&, int*>::operator--() [31]
-----------------------------------------------
                0.00    0.00      21/21          std::stack<int, std::deque<int, std::allocator<int> > >::top() [33]
[32]     0.0    0.00    0.00      21         std::deque<int, std::allocator<int> >::back() [32]
                0.00    0.00      21/22          std::deque<int, std::allocator<int> >::end() [27]
                0.00    0.00      21/21          std::_Deque_iterator<int, int&, int*>::operator--() [31]
                0.00    0.00      21/21          std::_Deque_iterator<int, int&, int*>::operator*() const [30]
-----------------------------------------------
                0.00    0.00      21/21          Graph::findEulerCircuit() [140]
[33]     0.0    0.00    0.00      21         std::stack<int, std::deque<int, std::allocator<int> > >::top() [33]
                0.00    0.00      21/21          std::deque<int, std::allocator<int> >::back() [32]
-----------------------------------------------
                0.00    0.00      20/20          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [37]
[34]     0.0    0.00    0.00      20         std::uniform_int_distribution<int>::param_type::b() const [34]
-----------------------------------------------
                0.00    0.00      20/20          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [37]
[35]     0.0    0.00    0.00      20         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [35]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [189]
-----------------------------------------------
                0.00    0.00      20/20          Graph::generateRandomGraph(int, unsigned int) [141]
[36]     0.0    0.00    0.00      20         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [36]
                0.00    0.00      20/20          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [37]
-----------------------------------------------
                0.00    0.00      20/20          int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [36]
[37]     0.0    0.00    0.00      20         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [37]
                0.00    0.00      40/40          std::uniform_int_distribution<int>::param_type::a() const [16]
                0.00    0.00      20/20          std::uniform_int_distribution<int>::param_type::b() const [34]
                0.00    0.00      20/20          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [35]
-----------------------------------------------
                0.00    0.00      16/16          std::allocator<int>::~allocator() [40]
[38]     0.0    0.00    0.00      16         __gnu_cxx::new_allocator<int>::~new_allocator() [38]
-----------------------------------------------
                0.00    0.00       5/16          void std::__reverse<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag) [221]
                0.00    0.00      11/16          main [6]
[39]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [39]
-----------------------------------------------
                0.00    0.00       1/16          Graph::Graph(int) [142]
                0.00    0.00       1/16          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [205]
                0.00    0.00       1/16          std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [154]
                0.00    0.00       5/16          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [102]
                0.00    0.00       8/16          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [77]
[40]     0.0    0.00    0.00      16         std::allocator<int>::~allocator() [40]
                0.00    0.00      16/16          __gnu_cxx::new_allocator<int>::~new_allocator() [38]
-----------------------------------------------
                0.00    0.00       5/15          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [102]
                0.00    0.00      10/15          std::vector<int, std::allocator<int> >::max_size() const [66]
[41]     0.0    0.00    0.00      15         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
-----------------------------------------------
                0.00    0.00      15/15          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [109]
[42]     0.0    0.00    0.00      15         std::remove_reference<int&>::type&& std::move<int&>(int&) [42]
-----------------------------------------------
                0.00    0.00       7/14          std::vector<int, std::allocator<int> >::begin() [84]
                0.00    0.00       7/14          std::vector<int, std::allocator<int> >::end() [83]
[43]     0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [43]
-----------------------------------------------
                0.00    0.00      13/13          std::allocator<int>::allocator(std::allocator<int> const&) [45]
[44]     0.0    0.00    0.00      13         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [44]
-----------------------------------------------
                0.00    0.00       1/13          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [174]
                0.00    0.00       1/13          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [205]
                0.00    0.00       5/13          std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [99]
                0.00    0.00       6/13          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [87]
[45]     0.0    0.00    0.00      13         std::allocator<int>::allocator(std::allocator<int> const&) [45]
                0.00    0.00      13/13          __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [44]
-----------------------------------------------
                0.00    0.00       5/13          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [101]
                0.00    0.00       8/13          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [78]
[46]     0.0    0.00    0.00      13         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [46]
                0.00    0.00      11/12          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [50]
[47]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [47]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [51]
[48]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [48]
                0.00    0.00      12/23          __gnu_cxx::new_allocator<int>::max_size() const [21]
-----------------------------------------------
                0.00    0.00      12/12          main [6]
[49]     0.0    0.00    0.00      12         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [49]
                0.00    0.00      24/58          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [14]
-----------------------------------------------
                0.00    0.00       1/12          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [161]
                0.00    0.00      11/12          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [46]
[50]     0.0    0.00    0.00      12         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [50]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [47]
-----------------------------------------------
                0.00    0.00       1/12          std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [157]
                0.00    0.00      11/12          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [54]
[51]     0.0    0.00    0.00      12         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [51]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [48]
-----------------------------------------------
                0.00    0.00       1/12          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [200]
                0.00    0.00      11/12          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [61]
[52]     0.0    0.00    0.00      12         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [52]
-----------------------------------------------
                0.00    0.00      11/11          void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [55]
[53]     0.0    0.00    0.00      11         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [53]
-----------------------------------------------
                0.00    0.00       5/11          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [101]
                0.00    0.00       6/11          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [88]
[54]     0.0    0.00    0.00      11         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [54]
                0.00    0.00      11/12          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [51]
-----------------------------------------------
                0.00    0.00      11/11          std::deque<int, std::allocator<int> >::pop_back() [57]
[55]     0.0    0.00    0.00      11         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [55]
                0.00    0.00      11/11          void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [53]
-----------------------------------------------
                0.00    0.00      11/11          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [61]
[56]     0.0    0.00    0.00      11         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [56]
                0.00    0.00      11/23          __gnu_cxx::new_allocator<int>::max_size() const [21]
-----------------------------------------------
                0.00    0.00      11/11          std::stack<int, std::deque<int, std::allocator<int> > >::pop() [59]
[57]     0.0    0.00    0.00      11         std::deque<int, std::allocator<int> >::pop_back() [57]
                0.00    0.00      11/11          void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [55]
-----------------------------------------------
                0.00    0.00      11/11          std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [60]
[58]     0.0    0.00    0.00      11         std::deque<int, std::allocator<int> >::push_back(int const&) [58]
                0.00    0.00      11/22          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [26]
-----------------------------------------------
                0.00    0.00      11/11          Graph::findEulerCircuit() [140]
[59]     0.0    0.00    0.00      11         std::stack<int, std::deque<int, std::allocator<int> > >::pop() [59]
                0.00    0.00      11/11          std::deque<int, std::allocator<int> >::pop_back() [57]
-----------------------------------------------
                0.00    0.00      11/11          Graph::findEulerCircuit() [140]
[60]     0.0    0.00    0.00      11         std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [60]
                0.00    0.00      11/11          std::deque<int, std::allocator<int> >::push_back(int const&) [58]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [205]
                0.00    0.00      10/11          std::vector<int, std::allocator<int> >::max_size() const [66]
[61]     0.0    0.00    0.00      11         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [61]
                0.00    0.00      11/11          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [56]
                0.00    0.00      11/12          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [52]
-----------------------------------------------
                0.00    0.00      11/11          Graph::findEulerCircuit() [140]
[62]     0.0    0.00    0.00      11         std::vector<int, std::allocator<int> >::push_back(int const&) [62]
                0.00    0.00       6/22          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [26]
                0.00    0.00       5/7           std::vector<int, std::allocator<int> >::end() [83]
                0.00    0.00       5/5           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [101]
-----------------------------------------------
                0.00    0.00      10/10          Graph::generateRandomGraph(int, unsigned int) [141]
[63]     0.0    0.00    0.00      10         Graph::addEdge(int, int) [63]
                0.00    0.00      20/198         std::vector<int, std::allocator<int> >::operator[](unsigned long) [13]
                0.00    0.00      20/198         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [12]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::begin() const [97]
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::end() const [96]
[64]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [64]
-----------------------------------------------
                0.00    0.00      10/10          int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [73]
[65]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [65]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [95]
[66]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::max_size() const [66]
                0.00    0.00      10/11          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [61]
                0.00    0.00      10/15          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [41]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [101]
[67]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [67]
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [68]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [67]
[68]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [68]
                0.00    0.00      10/10          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [74]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [101]
[69]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::_S_use_relocate() [69]
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [70]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_S_use_relocate() [69]
[70]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [70]
-----------------------------------------------
                0.00    0.00       5/10          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [165]
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [187]
[71]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [71]
-----------------------------------------------
                0.00    0.00      10/10          int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [108]
[72]     0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [72]
-----------------------------------------------
                0.00    0.00      10/10          int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [105]
[73]     0.0    0.00    0.00      10         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [73]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [65]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [68]
[74]     0.0    0.00    0.00      10         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [74]
                0.00    0.00      30/36          int* std::__niter_base<int*>(int*) [17]
                0.00    0.00      10/10          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [75]
-----------------------------------------------
                0.00    0.00      10/10          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [74]
[75]     0.0    0.00    0.00      10         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [75]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<int*>(int*, int*) [80]
[76]     0.0    0.00    0.00       8         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [76]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [78]
[77]     0.0    0.00    0.00       8         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [77]
                0.00    0.00       8/16          std::allocator<int>::~allocator() [40]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::~vector() [79]
[78]     0.0    0.00    0.00       8         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [78]
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [77]
                0.00    0.00       8/13          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [46]
-----------------------------------------------
                0.00    0.00       1/8           main [6]
                0.00    0.00       1/8           Graph::Graph(int) [142]
                0.00    0.00       1/8           Graph::findEulerCircuit() [140]
                0.00    0.00       5/8           void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [111]
[79]     0.0    0.00    0.00       8         std::vector<int, std::allocator<int> >::~vector() [79]
                0.00    0.00       8/24          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
                0.00    0.00       8/8           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [81]
                0.00    0.00       8/8           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [78]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [81]
[80]     0.0    0.00    0.00       8         void std::_Destroy<int*>(int*, int*) [80]
                0.00    0.00       8/8           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [76]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::~vector() [79]
[81]     0.0    0.00    0.00       8         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [81]
                0.00    0.00       8/8           void std::_Destroy<int*>(int*, int*) [80]
-----------------------------------------------
                0.00    0.00       1/7           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [175]
                0.00    0.00       6/7           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [87]
[82]     0.0    0.00    0.00       7         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [82]
-----------------------------------------------
                0.00    0.00       1/7           main [6]
                0.00    0.00       1/7           Graph::findEulerCircuit() [140]
                0.00    0.00       5/7           std::vector<int, std::allocator<int> >::push_back(int const&) [62]
[83]     0.0    0.00    0.00       7         std::vector<int, std::allocator<int> >::end() [83]
                0.00    0.00       7/14          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [43]
-----------------------------------------------
                0.00    0.00       1/7           main [6]
                0.00    0.00       1/7           Graph::findEulerCircuit() [140]
                0.00    0.00       5/7           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [101]
[84]     0.0    0.00    0.00       7         std::vector<int, std::allocator<int> >::begin() [84]
                0.00    0.00       7/14          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [43]
-----------------------------------------------
                0.00    0.00       6/6           void std::__reverse<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag) [221]
[85]     0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator--() [85]
-----------------------------------------------
                0.00    0.00       6/6           void std::__reverse<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag) [221]
